uid, cores, ExecutingPending, AgentStagingOutput, PendingInputStaging, FAILED, StagingInput, StagingOutput, Executing, AgentStagingInputPending, Done, AgentStagingOutputPending, AllocatingPending, New, Allocating, AgentStagingInput, PendingOutputStaging,
unit.000028, 8, 544.727300167, 921.388400078, 144.766599894, 924.152199984, 145.254800081, 922.970200062, 544.731300116, 145.279799938, 922.995599985, 921.383699894, 145.401799917, 144.6401999, 145.394500017, 145.39560008, 921.4229002
unit.000032, 1, 448.841100216, 451.050700188, 447.173700094, 453.280200005, 447.725500107, 451.880199909, 448.844599962, 447.7506001, 452.674900055, 451.042700052, 448.84800005, 447.046600103, 448.840900183, 448.838999987, 451.085000038
unit.000035, 1, 479.64470005, 480.94870019, 478.524699926, 484.601700068, 478.5704, 481.125499964, 479.648200035, 478.595900059, 481.924599886, 480.903399944, 479.651400089, 478.397599936, 479.64440012, 479.644200087, 480.958900213
unit.000003, 1, 136.653300047, 140.294900179, 124.876300097, 143.453799963, 125.047499895, 142.072299957, 136.656899929, 125.072599888, 142.09800005, 140.259200096, 136.65989995, 124.626499891, 136.653000116, 136.637799978, 140.298000097
unit.000002, 1, 136.934100151, 140.30610013, 125.17750001, 143.556600094, 125.350500107, 142.123800039, 136.937700033, 125.3756001, 142.149199963, 140.260400057, 136.940700054, 124.624599934, 136.93380022, 136.913300037, 140.309300184
unit.000001, 1, 136.834900141, 140.302400112, 125.077300072, 143.708300114, 125.249599934, 142.12319994, 136.838400126, 125.274600029, 142.148299932, 140.25999999, 136.841700077, 124.622699976, 136.834700108, 136.819999933, 140.305500031
unit.000047, 1, 1090.43360019, 1091.5717001, 1088.95670009, 1095.0158999, 1089.56389999, 1091.91070008, 1090.43720007, 1089.58909988, 1092.71449995, 1091.56669998, 1090.44059992, 1088.82680011, 1090.43340015, 1090.43470001, 1091.57500005
unit.000046, 1, 1052.46860003, 1053.60960007, 1051.46810007, 1057.56660008, 1051.56710005, 1054.76040006, 1052.47210002, 1051.59229994, 1055.56789994, 1053.60459995, 1052.4756, 1051.33980012, 1052.4683001, 1052.4697001, 1053.61300015
unit.000009, 1, 136.766800165, 140.276000261, 125.002000093, 142.947000027, 125.198600054, 141.920599937, 136.770200014, 125.223599911, 141.945899963, 140.257200003, 136.773499966, 124.637900114, 136.766500235, 136.75180006, 140.279000044
unit.000044, 1, 909.81340003, 911.070700169, 908.712800026, 914.780699968, 909.377099991, 911.992300034, 909.816900015, 909.402499914, 912.763999939, 911.065700054, 909.820300102, 908.585200071, 909.8131001, 909.812900066, 911.075200081
unit.000043, 1, 891.264100075, 892.752900124, 889.872800112, 895.92930007, 890.736399889, 893.269099951, 891.267499924, 890.761600018, 894.040299892, 892.733700037, 891.270999908, 889.745300055, 891.263900042, 891.262000084, 892.759300232
unit.000042, 1, 859.518200159, 862.982500076, 858.57400012, 867.834000111, 858.912400007, 863.847700119, 859.521600008, 858.937799931, 864.637200117, 862.974499941, 859.52489996, 858.44659996, 859.517900229, 859.519299984, 863.015100241
unit.000041, 1, 853.319200039, 855.766600132, 852.302900076, 858.436199903, 852.69020009, 856.883300066, 853.322600126, 852.721800089, 857.65989995, 855.758699894, 853.325999975, 852.15019989, 853.319000006, 853.319499969, 855.791000128
unit.000040, 1, 794.675600052, 796.042300224, 790.075599909, 799.243299961, 791.098400116, 796.485699892, 794.678999901, 791.123699903, 797.258300066, 796.034300089, 794.682300091, 789.948199987, 794.675300121, 791.797399998, 796.085300207
unit.000025, 8, 467.478600025, 849.051500082, 144.373899937, 852.10800004, 145.153599977, 850.026299953, 467.482000113, 145.178800106, 850.051399946, 849.043800116, 145.3743999, 144.246900082, 145.367000103, 145.368000031, 849.090900183
unit.000024, 8, 751.844700098, 1049.74630022, 144.24180007, 1051.27730012, 145.305299997, 1050.60409999, 751.84829998, 145.33039999, 1050.62930012, 1049.69779992, 145.556200027, 144.11500001, 145.549000025, 145.506999969, 1049.81190014
unit.000027, 8, 541.019100189, 905.060000181, 144.636199951, 908.51609993, 145.254300117, 906.493599892, 541.022500038, 145.27940011, 906.51880002, 905.055099964, 145.394999981, 144.509799957, 145.387600183, 145.388600111, 905.063500166
unit.000000, 1, 136.744100094, 140.298700094, 124.976799965, 142.998300076, 125.148699999, 142.072799921, 136.747600079, 125.173799992, 142.097700119, 140.259599924, 136.75090003, 124.620700121, 136.743900061, 136.728899956, 140.301700115
unit.000021, 8, 144.225500107, 544.731400251, 143.806499958, 547.870800018, 144.025899887, 546.065099955, 144.239799976, 144.050899982, 546.090199947, 544.723999977, 144.232599974, 143.6802001, 144.225200176, 144.225800037, 544.793800116
unit.000020, 8, 144.218000174, 467.496700048, 143.675699949, 468.907099962, 143.975600004, 467.933500051, 144.229599953, 144.000799894, 467.958699942, 467.47480011, 144.22510004, 143.549299955, 144.217700005, 144.217299938, 467.604500055
unit.000005, 1, 136.698200226, 140.310000181, 124.926500082, 143.352600098, 125.098200083, 142.173700094, 136.701600075, 125.123300076, 142.198699951, 140.260699987, 136.704900026, 124.630399942, 136.697900057, 136.683599949, 140.313700199
unit.000006, 1, 136.882500172, 140.314400196, 125.127399921, 143.60739994, 125.299999952, 142.174499989, 136.886100054, 125.325099945, 142.199500084, 140.261100054, 136.889199972, 124.6322999, 136.882200003, 136.865600109, 140.317300081
unit.000023, 8, 144.240100145, 449.346200228, 144.0697999, 450.12409997, 144.076400042, 449.779200077, 144.260100126, 144.101300001, 449.80430007, 449.338500023, 144.247200012, 143.943200111, 144.239900112, 144.240600109, 449.371200085
unit.000038, 1, 548.665200233, 550.029300213, 548.093499899, 554.200500011, 548.325000048, 551.080899954, 548.675499916, 548.353600025, 551.86529994, 549.935400009, 548.671900034, 547.937099934, 548.664900064, 548.666100025, 550.059100151
unit.000022, 8, 144.232800007, 474.795600176, 143.938299894, 478.325799942, 144.026400089, 475.491100073, 144.250299931, 144.051300049, 475.51609993, 474.790499926, 144.239900112, 143.811800003, 144.232600212, 144.233299971, 475.443300247
unit.000004, 1, 136.721200228, 140.272300243, 124.951600075, 143.403100014, 125.148200035, 141.91960001, 136.724699974, 125.173199892, 141.944700003, 140.256799936, 136.727999926, 124.628499985, 136.721000195, 136.705899954, 140.275200129
unit.000007, 1, 136.980300188, 140.321800232, 125.227699995, 143.657900095, 125.401200056, 142.22480011, 136.983700037, 125.426199913, 142.249700069, 140.261899948, 136.987100124, 124.634299994, 136.980000019, 136.964999914, 140.32490015
unit.000026, 8, 530.998100042, 886.141600132, 144.505399942, 889.664999962, 145.204099894, 887.058599949, 531.001399994, 145.229199886, 887.083899975, 886.121599913, 145.387900114, 144.378700018, 145.380600214, 145.381999969, 886.145700216
unit.000039, 1, 756.8131001, 758.063200235, 756.250799894, 768.57249999, 756.645699978, 759.265899897, 756.816600084, 756.670900106, 768.371799946, 758.0552001, 756.819900036, 756.12409997, 756.812800169, 756.813199997, 758.096800089
unit.000045, 1, 925.236700058, 926.397800207, 924.33130002, 930.439100027, 924.779799938, 927.159499884, 925.245399952, 924.805299997, 927.927999973, 926.392800093, 925.243700027, 924.198600054, 925.236500025, 925.237900019, 926.401000261
